,Medicine name,Therapeutic area,International non-proprietary name (INN) / common name,Substance,,Interaction term,
,Retsevmo,"Carcinoma, Non-Small-Cell Lung, Thyroid Neoplasms",selpercatinib,sunitinib,,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.
Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of sunitinib.
Take with or without food.",
,Mavenclad,Multiple Sclerosis,cladribine,levodopa,,"Avoid multivalent ions. Iron salts may reduce levodopa absorption.
Take with or without food. A diet high in protein may delay absorption and AUC of levodopa.",
,Ecansya (previously Capecitabine Krka),"Colonic Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Stomach Neoplasms",capecitabine,dasabuvir sodium,,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of dasabuvir and may reduce its serum concentration. St. John's Wort is contraindicated for use with Viekira Pak.
Take at the same time every day.
Take with food.",
,Obizur,Hemophilia A,susoctocog alfa,orlistat,,"Take with food. Take with meals or up to 1 hour after a meal. Doses may be skipped for missed meals or fat-free meals.
",
,Neoclarityn,"Rhinitis, Allergic, Perennial, Urticaria, Rhinitis, Allergic, Seasonal",desloratadine,florbetapir (18F),,,
,Natpar,Hypoparathyroidism,parathyroid hormone,vemurafenib,,"Do not take with or immediately after a high-fat meal. Taking vemurafenib with a high-fat meal may increase the AUC and Cmax by approximately 5 fold and 2.5 fold, respectively.
Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of vemurafenib, which may increase its serum concentration.
Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of vemurafenib and may reduce its serum concentration.
Limit caffeine intake. Vemurafenib inhibits CYP1A2, which may increase the serum levels and adverse effects of caffeine.
Take with or without food.",
,Xyrem,"Cataplexy, Narcolepsy",sodium oxybate,Sofosbuvir,,,
,Ganfort,"Glaucoma, Open-Angle, Ocular Hypertension","bimatoprost, timolol",6-mercaptopurine monohydrate,," Drink plenty of fluids.
Take on an empty stomach.",
,Pandemic influenza vaccine H5N1 AstraZeneca (previously Pandemic influenza vaccine H5N1 Medimmune),"Influenza, Human","pandemic influenza vaccine (H5N1) (live attenuated, nasal)",glibenclamide,,"Avoid alcohol. Alcohol increases the risk of hypoglycemia.
Take before a meal. Take 30-60 minutes before breakfast.",
,Fasenra,Asthma,benralizumab,melatonin,,"Avoid alcohol. Ingesting alcohol may reduce the effects of melatonin.
Take after a meal. Administration of melatonin after eating slows the absorption and reduces the Cmax of melatonin.",
,Emtricitabine/Tenofovir disoproxil Krka d.d.,HIV Infections,"emtricitabine, tenofovir disoproxil",ritonavir,,,
,Akynzeo,"Vomiting, Cancer, Nausea","netupitant, palonosetron",ibandronic acid,,"Take on an empty stomach.
Take with a full glass of water. Do not take this medication with other liquids.",
,Kisplyx,"Carcinoma, Renal Cell",lenvatinib,perflutren,,,
,Emtricitabine/Tenofovir disoproxil Zentiva,HIV Infections,"emtricitabine, tenofovir disoproxil",metformin hydrochloride,,"Avoid alcohol.
Take with food. Food reduces irritation",
,Ontruzant,"Stomach Neoplasms, Breast Neoplasms",trastuzumab,Crisaborole,x,,
,Movymia,Osteoporosis,teriparatide,telmisartan,,Take with or without food. Bioavailability may be slightly reduced by taking telmisartan with food.,
,Isentress,HIV Infections,raltegravir,Secukinumab,x,,
,Cinryze,"Angioedemas, Hereditary",C1 inhibitor (human),asfotase alfa,x,,
,Synjardy,"Diabetes Mellitus, Type 2","empagliflozin, metformin",filamentous haemagglutinin,x,,
,CoAprovel,Hypertension,"irbesartan, hydrochlorothiazide",Deferiprone,,,
,Aprovel,Hypertension,irbesartan,hepatitis B surface antigen,x,,
,Ribavirin Teva,"Hepatitis C, Chronic",ribavirin,Naldemedine tosilate,,,
,Giotrif,"Carcinoma, Non-Small-Cell Lung",afatinib,Neisseria meningitidis group A polysaccharide conjugated to tetanus toxoid,x,,
,Reblozyl,"Anemia, Myelodysplastic Syndromes, beta-Thalassemia",luspatercept,darbepoetin alfa,x,,
,Flucelvax Tetra,"Influenza, Human","influenza vaccine (surface antigen, inactivated, prepared in cell cultures)",Angiotensin II acetate,x,,
,Samsca,Inappropriate ADH Syndrome,tolvaptan,Selexipag,,,
,Telzir,HIV Infections,fosamprenavir,leflunomide,,,
,Herceptin,"Stomach Neoplasms, Breast Neoplasms",trastuzumab,tadalafil,,"Avoid excessive or chronic alcohol consumption. Ingesting excess amounts of alcohol (more than four drinks in a short time) may potentiate the hypotension and dizziness caused by tadalafil.
Avoid grapefruit products. Tadalafil is metabolized by CYP3A4, and grapefruit products are CYP3A4 inhibitors; therefore, coadministration may increase serum levels of tadalafil and result in increased hypotension.
Take with or without food.",
,Byfavo,Conscious Sedation,remimazolam,Emapalumab,x,,
,Tecfidera,Multiple Sclerosis,dimethyl fumarate,Brivaracetam,,"Avoid alcohol. Taking Brivaracetam with alcohol may increase alcohol's effects on attention, memory, and psychomotor functioning.",
,Vfend,"Candidiasis, Mycoses, Aspergillosis",voriconazole,bazedoxifene,,"Administer calcium supplement. If calcium intake from food is inadequate administer calcium supplements to prevent hypocalcemia.
Administer vitamin supplements. If dietary intake of vitamin D is inadequate, then administer vitamin D supplements to avoid deficiency of vitamin D and calcium.
Take at the same time every day.
Take with or without food. Taking bazedoxifene with food may increase its AUC by 25% but does not impact the Cmax.",
,Zykadia,"Carcinoma, Non-Small-Cell Lung",ceritinib,Zanamivir,,,
,Exforge,Hypertension,"amlodipine, valsartan",insulin glargine,x,,
,Vipidia,"Diabetes Mellitus, Type 2",alogliptin benzoate,Treprostinil sodium,,"Take with food. Taking treprostinil with food increases oral absorption.
",
,Zolgensma,"Muscular Atrophy, Spinal",onasemnogene abeparvovec,Ceftaroline fosamil,,,
,Tafinlar,Melanoma,dabrafenib,aripiprazole,,"Avoid alcohol. Alcohol may increase CNS effects.
Drink plenty of fluids. Drink water to avoid dehydration while taking aripiprazole.
Take with or without food. Food does not affect absorption.",
,Lonquex,Neutropenia,lipegfilgrastim,eliglustat,,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of eliglustat, which may increase its serum concentration.
Avoid St. John's Wort. This herb induces the CYP3A metabolism of eliglustat and may reduce its serum concentration.
Take with or without food.",
,Mekinist,Melanoma,trametinib,axitinib,,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of axitinib.
Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of axitinib.
Take with a full glass of water.
Take with or without food.",
,Equidacent,"Colorectal Neoplasms, Breast Neoplasms, Ovarian Neoplasms, Carcinoma, Non-Small-Cell Lung, Carcinoma, Renal Cell",bevacizumab,thyrotropin alfa,x,,
,Elebrato Ellipta,"Pulmonary Disease, Chronic Obstructive","fluticasone furoate, umeclidinium, vilanterol",roflumilast,," Take with or without food. Administering roflumilast with a high-fat meal reduced and delayed the Cmax and Tmax, respectively, but did not impact the AUC of roflumilast or its active metabolite (roflumilast N‐oxide).

",
,MenQuadfi,"Meningitis, Meningococcal","meningococcal group A, C, W-135 and Y conjugate vaccine",nevirapine,,Avoid alcohol.,
,Onglyza,"Diabetes Mellitus, Type 2",saxagliptin,Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily A; Neisseria meningitidis serogroup B fHbp (recombinant lipidated fHbp (factor H binding protein)) subfamily B,x,,
,DuoPlavin,"Acute Coronary Syndrome, Myocardial Infarction","clopidogrel, acetylsalicylic acid",belantamab mafodotin,x,,
,Edistride,"Diabetes Mellitus, Type 2, Diabetes Mellitus, Type 1",dapagliflozin,fenofibrate,,"Take with food. Bioavailability is increased 2- to 3-fold when taken with food.
",
,Zometa,"Cancer, Fractures, Bone",zoledronic acid,galsulfase,x,,
,ellaOne,"Contraception, Postcoital",ulipristal acetate,Dabigatran etexilate mesilate,x,,
,Oyavas,"Colorectal Neoplasms, Breast Neoplasms, Ovarian Neoplasms, Fallopian Tube Neoplasms, Peritoneal Neoplasms, Carcinoma, Non-Small-Cell Lung, Carcinoma, Renal Cell, Uterine Cervical Neoplasms",bevacizumab,eftrenonacog alfa,x,,
,Sogroya,Growth,somapacitan,Aprepitant,x,,
,Jevtana,Prostatic Neoplasms,cabazitaxel,umeclidinium bromide,,,
,Oncaspar,Precursor Cell Lymphoblastic Leukemia-Lymphoma,pegaspargase,interferon beta-1a,x,,
,Vazkepa,Dyslipidemias,icosapent ethyl,repaglinide,,"Take before a meal. Repaglinide should be taken before each meal of the day.
",
,Yondelis,"Ovarian Neoplasms, Sarcoma",trabectedin,tenecteplase,x,,
,Instanyl,"Pain, Cancer",fentanyl,Ombitasvir,,,
,Zercepac,"Breast Neoplasms, Stomach Neoplasms",trastuzumab,Sirolimus,,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of sirolimus and increases its serum concentration.
Exercise caution with St. John's Wort. This herb induces CYP3A4 and P-gp; thus it may reduce sirolimus serum concentrations.
Take with or without food. Take consistently with regard to food.",
,PecFent,"Pain, Cancer",fentanyl,Recombinant human C1-inhibitor,x,,
,Tenofovir disoproxil Zentiva,HIV Infections,tenofovir disoproxil,peginterferon beta-1a,x,,
,Fotivda,"Carcinoma, Renal Cell",tivozanib hydrochloride monohydrate,lixisenatide,x,,
,Azacitidine Accord,"Myelodysplastic Syndromes, Leukemia, Myelomonocytic, Chronic, Leukemia, Myeloid, Acute",azacitidine,cobimetinib hemifumarate,,"Avoid grapefruit products. Grapefruit inhibits the metabolism of cobimetinib through the CYP3A4 pathway and, therefore, may increase serum levels of cobimetinib.
Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of cobimetinib.
Take with or without food. Cobimetinib bioavailability is unaffected by food.",
,Effentora,"Pain, Cancer",fentanyl,pitolisant,x,,
,BroPair Spiromax,Asthma,"salmeterol, fluticasone propionate",Cabotegavir sodium,,,
,Seffalair Spiromax,Asthma,"salmeterol, fluticasone propionate",influenza virus surface antigens,x,,
,Rukobia,HIV Infections,fostemsavir,octocog alfa,x,,
,Vantobra (previously Tobramycin PARI),"Respiratory Tract Infections, Cystic Fibrosis",tobramycin,caspofungin (as acetate),x,,
,Deferasirox Mylan,"Iron Overload, beta-Thalassemia",deferasirox,ceftolozane sulfate,x,,
,Beromun,Sarcoma,tasonermin,dexamethasone,,"Avoid alcohol.
Take with food. Food reduces irritation.",
,Synagis,Respiratory Syncytial Virus Infections,palivizumab,autologous CD34+ cell enriched population that contains hematopoietic stem and progenitor cells transduced ex vivo using a lentiviral vector encoding the human arylsulfatase A gene,x,,
,Inovelon,Epilepsy,rufinamide,pantoprazole,,,
,Erleada,Prostatic Neoplasms,apalutamide,pramipexole dihydrochloride monohydrate,,Food decreases the risk of GI side effects.,
,Ixiaro,"Encephalitis, Japanese, Immunization","Japanese encephalitis vaccine (inactivated, adsorbed)",opicapone,x,,
,Emtricitabine/Tenofovir disoproxil Krka,HIV Infections,"emtricitabine, tenofovir disoproxil",Moxetumomab pasudotox,x,,
,Zoledronic acid Mylan,"Fractures, Bone",zoledronic acid,human papillomavirus vaccine [types 6,x,,
,Jentadueto,"Diabetes Mellitus, Type 2","linagliptin, metformin hydrochloride",asenapine (as maleate) ,,, Saphris
,Coagadex,Factor X Deficiency,human coagulation factor X,daunorubicin hydrochloride,,,
,Opsumit,"Hypertension, Pulmonary",macitentan,atezolizumab,x,,
,Trimbow,"Pulmonary Disease, Chronic Obstructive","beclometasone, formoterol, glycopyrronium bromide",gefitinib,,"Avoid grapefruit products.
Take with or without food. The absorption is unaffected by food.",
,Dovprela (previously Pretomanid FGK),"Tuberculosis, Multidrug-Resistant",pretomanid,pemetrexed disodium hemipentahydrate,x,,
,Ogivri,"Stomach Neoplasms, Breast Neoplasms",trastuzumab,eptifibatide,x,,
,Lynparza,Ovarian Neoplasms,olaparib,denosumab,x,,
,Rubraca,Ovarian Neoplasms,rucaparib,esomeprazole,,,
,Olanzapine Teva,"Schizophrenia, Bipolar Disorder",olanzapine,rotigotine,,,
,Brineura,Neuronal Ceroid-Lipofuscinoses,cerliponase alfa,human normal immunoglobulin (IVIg),x,,
,Xromi,"Anemia, Sickle Cell",hydroxycarbamide,Mepolizumab,x,,
,Efavirenz/Emtricitabine/Tenofovir disoproxil Krka,HIV Infections,"efavirenz, emtricitabine, tenofovir disoproxil",capsaicin,,,
,Pegasys,"Hepatitis C, Chronic, Hepatitis B, Chronic",peginterferon alfa-2a,topotecan,,,
,Lyrica,"Epilepsy, Anxiety Disorders, Neuralgia",pregabalin,Teriflunomide,,,
,Cubicin,"Gram-Positive Bacterial Infections, Bacteremia, Soft Tissue Infections, Endocarditis, Bacterial",daptomycin,aflibercept,x,,
,Doptelet,Thrombocytopenia,avatrombopag,andexanet alfa,x,,
,Kymriah,"Precursor B-Cell Lymphoblastic Leukemia-Lymphoma, Lymphoma, Large B-Cell, Diffuse",tisagenlecleucel,exenatide,x,,
,Senshio,Postmenopause,ospemifene,Alirocumab,x,,
,Cimzia,"Arthritis, Rheumatoid",certolizumab pegol,sitagliptin,,,
,Competact,"Diabetes Mellitus, Type 2","pioglitazone, metformin",dolutegravir sodium,,"Avoid multivalent ions. Cations should be separated from dolutegravir administration by 2 hours before and 6 hours after cation administration. Cations can be administered with dolutegravir if given with food.
Avoid St. John's Wort.
Take with or without food. Food, particularly high-fat meals, may increase the AUC, Cmax, and Tmax of dolutegravir.",
,Sunitinib Accord,"Gastrointestinal Stromal Tumors, Carcinoma, Renal Cell, Neuroendocrine Tumors",sunitinib,Glucagon,x,,
,Inbrija,Parkinson Disease,levodopa,Ibrutinib,,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of ibrutinib.
Avoid St. John's Wort. This herb induces CYP3A4 and may reduce the serum concentration of ibrutinib.
Take at the same time every day.
Take with a full glass of water.",
,Pemetrexed Hospira,"Carcinoma, Non-Small-Cell Lung, Mesothelioma",pemetrexed,Pegvisomant,x,,
,Exviera,"Hepatitis C, Chronic",dasabuvir,velaglucerase alfa,x,,
,Ivozall,Precursor Cell Lymphoblastic Leukemia-Lymphoma,clofarabine,Naloxone hydrochloride dihydrate,,"Take separate from meals. When formulated as a buccal film or sublingual form, avoid eating or drinking until the film has completely dissolved.
",
,Alli (previously Orlistat GSK),Obesity,orlistat,ixekizumab,x,,
,Levetiracetam Teva,Epilepsy,levetiracetam,efmoroctocog alfa,x,,
,Amyvid,Radionuclide Imaging,florbetapir (18F),mycophenolate mofetil,,"Avoid multivalent ions. Take multivalent ions such as calcium, iron, or magnesium at least 2 hours after taking this medication.
Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.",
,Matever,Epilepsy,levetiracetam,toremifene,,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 and therefore, may elevate toremifene serum levels.
Take with or without food.",
,Pioglitazone Teva Pharma,"Diabetes Mellitus, Type 2",pioglitazone,Eltrombopag,x,"Avoid multivalent ions. Polyvalent cations in food or supplements will be chelated by eltrombopag; therefore, they should be separated by 4 hours before or 2 hours after taking eltrombopag.
Take on an empty stomach. Separate the administration of eltrombopag from food by at least 1 hour before and 2 hours after eating.",
,Lenalidomide Mylan,Multiple Myeloma,lenalidomide,recombinant vesicular stomatitis virus (strain indiana) with a deletion of the envelope glycoprotein,x,,
,Zelboraf,Melanoma,vemurafenib,entecavir monohydrate,,"Take on an empty stomach. Take 2 hours before or 2 hours after a meal.
",
,Epclusa,"Hepatitis C, Chronic","sofosbuvir, velpatasvir",eluxadoline,,"Avoid excessive or chronic alcohol consumption. The risk of pancreatitis is increased with excess/chronic alcohol consumption.
Take with food.",
,Xaluprine (previously Mercaptopurine Nova Laboratories),"Leukemia, Lymphoid",mercaptopurine,lutropin alfa,x,,
,Amglidia,Diabetes Mellitus,glibenclamide,albutrepenonacog alfa,x,,
,Epivir,HIV Infections,lamivudine,rilpivirine hydrochloride,,"Avoid St. John's Wort. St.John's Wort will decrease levels of this medication.
Take with food. Absorption is increased by 40% if taken with food.",
,Slenyto,"Sleep Initiation and Maintenance Disorders, Autistic Disorder",melatonin,nusinersen sodium,x,,
,Norvir,HIV Infections,ritonavir,ropeginterferon alfa-2b,x,,
,Bonviva,"Osteoporosis, Postmenopausal",ibandronic acid,dacomitinib monohydrate,,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of dacomitinib.
Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of dacomitinib.
Take at the same time every day.
Take separate from antacids. Take dacomitinib at least 6 hours before or 10 hours after administering antacids.
Take with or without food.",
,Luminity,Echocardiography,perflutren,oestrogens conjugated,x,,
,Tandemact,"Diabetes Mellitus, Type 2","pioglitazone, glimepiride",Botulinum toxin type A,x,,
,Xeloda,"Colonic Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Stomach Neoplasms",capecitabine,lacosamide,,,
,Combivir,HIV Infections,"lamivudine, zidovudine",Palonosetron,,,
,Zonegran,"Epilepsies, Partial",zonisamide,colecalciferol,,,
,Glubrava,"Diabetes Mellitus, Type 2","pioglitazone, metformin",avibactam sodium,,,
,Staquis,"Dermatitis, Atopic",crisaborole,lenalidomide hydrochloride hydrate,,,
,MabThera,"Lymphoma, Non-Hodgkin, Arthritis, Rheumatoid, Leukemia, Lymphocytic, Chronic, B-Cell",rituximab,Burosumab,x,,
,Telmisartan Teva,Hypertension,telmisartan,pancreas powder,x,,
,Cosentyx,"Arthritis, Psoriatic, Psoriasis, Spondylitis, Ankylosing",secukinumab,lutetium (177Lu) chloride,x,,
,Zoledronic Acid Hospira,Hypercalcemia,zoledronic acid,vinflunine,,,
,Strensiq,Hypophosphatasia,asfotase alfa,amlodipine,,"Avoid grapefruit products.
Avoid natural licorice.
Take with or without food. The absorption is unaffected by food.",
,Enbrel,"Spondylitis, Ankylosing, Arthritis, Juvenile Rheumatoid, Arthritis, Psoriatic, Psoriasis, Arthritis, Rheumatoid",etanercept,dasatinib,,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of dasatinib.
Take with or without food. High fat meals may increase the AUC of dasatinib by to 14%.",
,Lenvima,Thyroid Neoplasms,lenvatinib,ravulizumab,x,,
,Hexyon,"Hepatitis B, Tetanus, Immunization, Meningitis, Haemophilus, Whooping Cough, Poliomyelitis, Diphtheria","diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)",Eribulin,x,,
,Deferiprone Lipomed,"Iron Overload, beta-Thalassemia",deferiprone,avelumab,x,,
,Hexacima,"Hepatitis B, Tetanus, Immunization, Meningitis, Haemophilus, Whooping Cough, Poliomyelitis, Diphtheria","diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus influenzae type b conjugate vaccine (adsorbed)",Azilsartan medoxomil,x,,
,Ziagen,HIV Infections,abacavir,sarilumab,x,,
,Bortezomib Fresenius Kabi,Multiple Myeloma,bortezomib,Ibalizumab,x,,
,Lumigan,"Glaucoma, Open-Angle, Ocular Hypertension",bimatoprost,Lusutrombopag,,,
,Bondronat,"Hypercalcemia, Breast Neoplasms, Neoplasm Metastasis, Fractures, Bone",ibandronic acid,durvalumab,x,,
,Rizmoic,Constipation,naldemedine,cangrelor,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.
",
,Bortezomib Accord,Multiple Myeloma,bortezomib,brolucizumab,x,,
,NeuroBloc,Torticollis,botulinum toxin type B,idarucizumab,x,,
,Nimenrix,"Meningitis, Meningococcal","meningococcal groups A, C, W-135 and Y conjugate vaccine",fingolimod hydrochloride ,,,
,Aranesp,"Anemia, Cancer, Kidney Failure, Chronic",darbepoetin alfa,dronedarone,,"Avoid grapefruit products. Co-administration with grapefruit may increase drug concentrations by 3-fold.
Avoid St. John's Wort. This herb induces CYP3A4 and may increase the serum concentration of dronedarone.
Take with food. Food, especially high-fat food, increases drug absorption.",
,Relvar Ellipta,"Pulmonary Disease, Chronic Obstructive","fluticasone furoate, vilanterol",romiplostim,x,,
,Giapreza,"Hypotension, Shock",angiotensin II,Sucroferric oxyhydroxide,,, 	Iron sucrose
,Ambrisentan Mylan,"Hypertension, Pulmonary",ambrisentan,ulipristal acetate,x,,
,Uptravi,"Hypertension, Pulmonary",selexipag,rivaroxaban,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.
Avoid St. John's Wort. Co-administration will decrease levels of this medication.
Take with food. Rivaroxaban 15-20mg dose should be taken with food as food significantly impacts the bioavailability at that dose.
Take with or without food. Rivaroxaban 10mg dose can be taken with or without food as it does not significantly impact the bioavailability at that dose.",
,Leflunomide Zentiva (previously Leflunomide Winthrop),"Arthritis, Rheumatoid, Arthritis, Psoriatic",leflunomide,Elotuzumab,x,,
,Vidaza,Myelodysplastic Syndromes,azacitidine,Letermovir,x,,
,Tadalafil Lilly,Erectile Dysfunction,tadalafil,Midostaurin,,"Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of midostaurin and may reduce its serum concentration.
Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of midostaurin, which may increase its serum concentration.
Take with food. Taking midostaurin with food increases the AUC, but it also prolongs the Tmax and reduces Cmax.",
,Gamifant,Immune System Diseases,emapalumab,iloprost,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Taking iloprost with anticoagulant/antiplatelet herbs may increase the risk of bleeding occurring as an adverse effect. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.
",
,Olanzapine Mylan,"Schizophrenia, Bipolar Disorder",olanzapine,padeliporfin di-potassium,x,,
,Cialis,Erectile Dysfunction,tadalafil,bosutinib (as monohydrate),,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of bosutinib.
Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of bosutinib.
Take with food. Coadministration with a high-fat meal may increase the AUC of bosutinib.",
,Briviact (in Italy: Nubriveo),Epilepsy,brivaracetam,Obinutuzumab,x,,
,Nyvepria,Neutropenia,pegfilgrastim,yttrium (90Y) chloride,x,,
,Conbriza,"Osteoporosis, Postmenopausal",bazedoxifene,defibrotide,x,,
,Dectova,"Influenza, Human",Zanamivir,Autologous CD34+ cell enriched population that contains hematopoietic stem cells transduced with lentiglobin BB305 lentiviral vector encoding the beta-A-T87Q-globin gene,x,,
,Zyclara,"Keratosis, Keratosis, Actinic",imiquimod,methylnaltrexone bromide,x,,
,NutropinAq,"Turner Syndrome, Dwarfism, Pituitary",somatropin,autologous CD34+ enriched cell fraction that contains CD34+ cells transduced with retroviral vector that encodes for the human adenosine deaminase (ADA) cDNA sequence from human haematopoietic stem/progenitor (CD34+) cells,x,,
,Abasaglar (previously Abasria),Diabetes Mellitus,insulin glargine,acetylsalicylic acid,,"Avoid alcohol. Alcohol increases the risk of gastrointestinal bleeding.
Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.
Take after a meal. This reduces irritating gastrointestinal effects.
Take with a full glass of water.",
,Trepulmix,"Hypertension, Pulmonary",treprostinil,varicella-zoster virus (live,x,,
,Komboglyze,"Diabetes Mellitus, Type 2","saxagliptin, metformin hydrochloride",brigatinib,,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of brigatinib.
Avoid St. John's Wort. This herb induces the CYP3A metabolism of brigatinib and may reduce its serum concentration.
Take with or without food.",
,Zinforo,"Community-Acquired Infections, Skin Diseases, Infectious, Pneumonia",ceftaroline fosamil,Lomitapide,,"Avoid grapefruit products.
Take with food. Food decreases the risk of GI side effects.",
,Glustin,"Diabetes Mellitus, Type 2",pioglitazone,lutetium (177Lu) oxodotreotide,x,,
,Darunavir Krka d.d.,HIV Infections,darunavir,Daratumumab,x,,
,Aripiprazole Zentiva,"Schizophrenia, Bipolar Disorder",aripiprazole,ertapenem sodium,x,,
,Revinty Ellipta,Asthma,"fluticasone furoate, vilanterol",lanadelumab,x,,
,Ultibro Breezhaler,"Pulmonary Disease, Chronic Obstructive","indacaterol, glycopyrronium bromide",Obeticholic acid,x,,
,Cerdelga,Gaucher Disease,eliglustat,Autologous peripheral blood T cells CD4 and CD8 selected and CD3 and CD28 activated transduced with retroviral vector expressing anti-CD19 CD28/CD3-zeta chimeric antigen receptor and cultured,x,,
,Irbesartan Zentiva (previously Irbesartan Winthrop),Hypertension,irbesartan,tagraxofusp,x,,
,Sialanar,Sialorrhea,glycopyrronium,dupilumab,x,,
,Forsteo,"Osteoporosis, Osteoporosis, Postmenopausal",teriparatide,Baloxavir marboxil,x,,
,Inlyta,"Carcinoma, Renal Cell",axitinib,guselkumab,x,,
,Thyrogen,Thyroid Neoplasms,thyrotropin alfa,tezacaftor,,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of tezacaftor.
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of tezacaftor.
Take with food. Tezacaftor should be taken with fat-containing food to increase exposure.",
,Daxas,"Pulmonary Disease, Chronic Obstructive",roflumilast,bupropion hydrochloride,,"Avoid alcohol. Co-administration with alcohol may result in neuropsychiatric adverse effects and potentiation of CNS depressant effects.
Take with or without food. Co-administration with food does not significantly affect pharmacokinetics.",
,Nevirapine Teva,HIV Infections,nevirapine,Latanoprost,,,
,Trumenba,"Meningitis, Meningococcal","meningococcal group b vaccine (recombinant, adsorbed)",imiglucerase,x,,
,Pregabalin Zentiva k.s.,"Anxiety Disorders, Neuralgia, Epilepsy",pregabalin,choriogonadotropin alfa,x,,
,Ribavirin Teva Pharma B.V.,"Hepatitis C, Chronic",ribavirin,Ipilimumab,x,,
,Blenrep,Multiple Myeloma,belantamab mafodotin,ocriplasmin,x,,
,Pravafenix,Dyslipidemias,"fenofibrate, pravastatin",lapatinib,,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.
Take separate from meals. Take lapatinib at least 1 hour before or after eating, as lapatinib bioavailability is elevated by food.",
,Naglazyme,Mucopolysaccharidosis VI,galsulfase,insulin degludec,x,,
,Pradaxa,"Arthroplasty, Replacement, Venous Thromboembolism",dabigatran etexilate,Vortioxetine,x," Avoid alcohol.
Avoid St. John's Wort. When administered with vortioxetine, this herb may increase the risk of serotonin syndrome.
Take with or without food.",
,Alprolix,Hemophilia B,eftrenonacog alfa,Nitric oxide,,,
,Emend,"Vomiting, Postoperative Nausea and Vomiting, Cancer",aprepitant,telbivudine,,,
,Capecitabine Teva,"Colonic Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Stomach Neoplasms",capecitabine,Siponimod fumaric acid,,,
,Kixelle,Diabetes Mellitus,insulin aspart,ex vivo expanded autologous human corneal epithelial cells containing stem cells,x,,
,Busilvex,Hematopoietic Stem Cell Transplantation,busulfan,Agomelatine,,,
,Ferriprox,"beta-Thalassemia, Iron Overload",deferiprone,alitretinoin,,"Take at the same time every day.
Take with food. Food increases the bioavailability of alitretinoin capsules",
,Laventair Ellipta (previously Laventair),"Pulmonary Disease, Chronic Obstructive","umeclidinium bromide, vilanterol",Nonacog alfa,x,,
,Avonex,Multiple Sclerosis,interferon beta-1a,Pneumococcal polysaccharide serotype 1,x,,
,Repaglinide Teva,"Diabetes Mellitus, Type 2",repaglinide,Fenfluramine hydrochloride,,,
,Metalyse,Myocardial Infarction,tenecteplase,inclisiran,x,,
