v1	geneId	geneSymbol	DSI	DPI	diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	score	EI	YearInitial	YearFinal	NofPmids	NofSnps	source
val	403	ARL3	0.603	0.615	C4748536	RETINITISPIGMENTOSA83	disease		DiseaseorSyndrome	0.30	1	2016	2016	1	0	UNIPROT
val	405	ARNT	0.575	0.692	C0000786	Spontaneousabortion	phenotype	C13	PathologicFunction	0.30	1	2008	2008	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0000822	Abortion,Tubal	phenotype	C13	PathologicFunction	0.30	1	2008	2008	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0009402	ColorectalCarcinoma	disease	C06;C04	NeoplasticProcess	0.33	1	2011	2015	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0009404	ColorectalNeoplasms	group	C06;C04	NeoplasticProcess	0.30	1	2011	2011	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0014175	Endometriosis	disease	C13	DiseaseorSyndrome	0.33	0.75	2002	2015	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0019193	Hepatitis,Toxic	disease	C06;C25	InjuryorPoisoning	0.30	1	2010	2010	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0023452	ChildhoodAcuteLymphoblasticLeukemia	disease	C04;C20;C15	NeoplasticProcess	0.30	1	2012	2012	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0023453	L2AcuteLymphoblasticLeukemia	disease	C04;C20;C15	NeoplasticProcess	0.30	1	2012	2012	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0023890	LiverCirrhosis	disease	C23;C06	DiseaseorSyndrome	0.30	1	2012	2012	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0025202	melanoma	disease	C04	NeoplasticProcess	0.37	1	2006	2019	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0027659	Neoplasms,Experimental	phenotype	C04	NeoplasticProcess;ExperimentalModelofDisease	0.30	1	1998	1998	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0239946	Fibrosis,Liver	disease	C23;C06	DiseaseorSyndrome	0.30	1	2012	2012	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0269102	Endometrioma	disease	C13	NeoplasticProcess	0.30	1	2012	2012	1	0	CTD_human
val	405	ARNT	0.575	0.692	C0860207	Drug-InducedLiverDisease	phenotype	C06;C25	DiseaseorSyndrome	0.30	1	2010	2010	1	0	CTD_human
val	405	ARNT	0.575	0.692	C1262760	Hepatitis,Drug-Induced	disease	C06;C25	DiseaseorSyndrome	0.30	1	2010	2010	1	0	CTD_human
val	405	ARNT	0.575	0.692	C1961102	PrecursorCellLymphoblasticLeukemiaLymphoma	disease	C04;C20;C15	NeoplasticProcess	0.31	1	2006	2012	1	0	CTD_human
val	405	ARNT	0.575	0.692	C3658290	Drug-InducedAcuteLiverInjury	disease	C06;C25	DiseaseorSyndrome	0.30	1	2010	2010	1	0	CTD_human
val	405	ARNT	0.575	0.692	C3830362	EarlyPregnancyLoss	phenotype	C13	Finding	0.30	1	2008	2008	1	0	CTD_human
val	405	ARNT	0.575	0.692	C4277682	ChemicalandDrugInducedLiverInjury	disease	C06;C25	DiseaseorSyndrome	0.30	1	2010	2010	1	0	CTD_human
val	405	ARNT	0.575	0.692	C4279912	Chemically-InducedLiverToxicity	disease	C06;C25	DiseaseorSyndrome	0.30	1	2010	2010	1	0	CTD_human
val	405	ARNT	0.575	0.692	C4552766	Miscarriage	disease	C13	DiseaseorSyndrome	0.31	1	2006	2008	1	0	CTD_human
val	406	ARNTL	0.51	0.885	C0000772	Multiplecongenitalanomalies	group	C16	CongenitalAbnormality	0.30	1	2014	2014	1	0	CTD_human
val	406	ARNTL	0.51	0.885	C0005586	BipolarDisorder	disease	F03	MentalorBehavioralDysfunction	0.37	1	2006	2019	5	0	PSYGENET
val	406	ARNTL	0.51	0.885	C0011570	MentalDepression	disease	F01	MentalorBehavioralDysfunction	0.36	1	2009	2018	3	0	PSYGENET
val	406	ARNTL	0.51	0.885	C0011581	Depressivedisorder	disease	F03	MentalorBehavioralDysfunction	0.36	1	2009	2018	3	0	PSYGENET
val	406	ARNTL	0.51	0.885	C0021361	Femaleinfertility	phenotype	C13	PathologicFunction	0.30	1	2010	2010	1	0	CTD_human
val	406	ARNTL	0.51	0.885	C0023473	MyeloidLeukemia,Chronic	disease	C04;C15	NeoplasticProcess	0.31	1	2006	2011	1	0	CTD_human
val	406	ARNTL	0.51	0.885	C0038279	Sterility,Postpartum	phenotype	C13	PathologicFunction	0.30	1	2010	2010	1	0	CTD_human
val	406	ARNTL	0.51	0.885	C0085159	SeasonalAffectiveDisorder	disease	F03	MentalorBehavioralDysfunction	0.32	1	2007	2015	1	0	PSYGENET
val	406	ARNTL	0.51	0.885	C0151744	MyocardialIschemia	disease	C14	DiseaseorSyndrome	0.30	1	2005	2005	1	0	CTD_human
val	406	ARNTL	0.51	0.885	C0268548	Hyperargininemia	phenotype	C16;C18;C10	DiseaseorSyndrome	0.30	1	2016	2016	1	0	CTD_human
val	406	ARNTL	0.51	0.885	C0341869	Subfertility,Female	disease	C13	DiseaseorSyndrome	0.30	1	2010	2010	1	0	CTD_human
val	406	ARNTL	0.51	0.885	C0525045	MoodDisorders	group	F03	MentalorBehavioralDysfunction	0.32	1	2009	2016	2	0	PSYGENET
val	406	ARNTL	0.51	0.885	C0917730	Femalesterility	phenotype	C13	Finding	0.30	1	2010	2010	1	0	CTD_human
val	407	ARR3	0.46	0.846	C4538795	MYOPIA26,X-LINKED,FEMALE-LIMITED	disease		DiseaseorSyndrome	0.40	1	2016	2016	1	3	UNIPROT
val	408	ARRB1	0.588	0.846	C0023890	LiverCirrhosis	disease	C23;C06	DiseaseorSyndrome	0.30	1	2016	2016	1	0	CTD_human
val	408	ARRB1	0.588	0.846	C0041696	UnipolarDepression	disease	F03	MentalorBehavioralDysfunction	0.31	1	2013	2015	1	0	PSYGENET
val	408	ARRB1	0.588	0.846	C0239946	Fibrosis,Liver	disease	C23;C06	DiseaseorSyndrome	0.32	1	2016	2019	1	0	CTD_human
val	408	ARRB1	0.588	0.846	C1269683	MajorDepressiveDisorder	disease	F03	MentalorBehavioralDysfunction	0.31	1	2013	2015	1	0	PSYGENET
val	408	ARRB1	0.588	0.846	C3178803	SocialAnhedonia	disease	C23;C10;F01	MentalorBehavioralDysfunction	0.30	1	2013	2013	1	0	PSYGENET
val	409	ARRB2	0.561	0.769	C0005586	BipolarDisorder	disease	F03	MentalorBehavioralDysfunction	0.30	1	2008	2008	1	0	PSYGENET
val	409	ARRB2	0.561	0.769	C0011570	MentalDepression	disease	F01	MentalorBehavioralDysfunction	0.30	1	2008	2008	1	0	PSYGENET
val	409	ARRB2	0.561	0.769	C0011581	Depressivedisorder	disease	F03	MentalorBehavioralDysfunction	0.30	1	2008	2008	1	0	PSYGENET
val	409	ARRB2	0.561	0.769	C0023893	LiverCirrhosis,Experimental	disease	C23;C06	ExperimentalModelofDisease	0.30	1	2014	2014	1	0	CTD_human
val	409	ARRB2	0.561	0.769	C0236733	Amphetamine-RelatedDisorders	group	C25;F03	MentalorBehavioralDysfunction	0.30	1	2007	2007	1	0	CTD_human
val	409	ARRB2	0.561	0.769	C0236804	AmphetamineAddiction	disease	C25;F03	MentalorBehavioralDysfunction	0.30	1	2007	2007	1	0	CTD_human
val	409	ARRB2	0.561	0.769	C0236807	AmphetamineAbuse	disease	C25;F03	MentalorBehavioralDysfunction	0.30	1	2007	2007	1	0	CTD_human
val	409	ARRB2	0.561	0.769	C0525045	MoodDisorders	group	F03	MentalorBehavioralDysfunction	0.31	1	2007	2007	1	0	PSYGENET
val	410	ARSA	0.448	0.923	C0001973	AlcoholicIntoxication,Chronic	disease	C25;F03	MentalorBehavioralDysfunction	0.33	1	1984	2002	4	0	PSYGENET
val	410	ARSA	0.448	0.923	C0013421	Dystonia	phenotype	C23;C10	SignorSymptom	0.40				0	0	GENOMICS_ENGLAND
val	410	ARSA	0.448	0.923	C0023522	Leukodystrophy,Metachromatic	disease	C16;C18;C10	DiseaseorSyndrome	1.00	0.978	1975	2019	44	142	CTD_human;GENOMICS_ENGLAND;UNIPROT
val	410	ARSA	0.448	0.923	C0041696	UnipolarDepression	disease	F03	MentalorBehavioralDysfunction	0.31	1	1996	1996	1	0	PSYGENET
val	410	ARSA	0.448	0.923	C0751276	Metachromaticleukodystrophy,juveniletype	disease	C16;C18;C10	DiseaseorSyndrome	0.43	1	1983	2006	0	5	CTD_human
val	410	ARSA	0.448	0.923	C0751278	MetachromaticLeukodystrophy,Infant	disease	C16;C18;C10	DiseaseorSyndrome	0.50	1	1991	2004	0	4	CTD_human
val	410	ARSA	0.448	0.923	C0751279	MetachromaticLeukodystrophy,Adult-Type(disorder)	disease	C16;C18;C10	DiseaseorSyndrome	0.45	1	1978	2011	0	7	CTD_human
val	410	ARSA	0.448	0.923	C1269683	MajorDepressiveDisorder	disease	F03	MentalorBehavioralDysfunction	0.31	1	1996	1996	1	0	PSYGENET
val	410	ARSA	0.448	0.923	C2713319	ArylsulfataseADeficiency	disease	C16;C18;C10	DiseaseorSyndrome	0.57	1	1980	2019	1	0	CTD_human;GENOMICS_ENGLAND
val	411	ARSB	0.595	0.692	C0026709	MucopolysaccharidosisVI	disease	C16;C18;C17	DiseaseorSyndrome	1.00	1	1979	2019	15	121	CTD_human;GENOMICS_ENGLAND;UNIPROT
val	411	ARSB	0.595	0.692	C1384666	hearingimpairment	phenotype	C23;C10;C09	DiseaseorSyndrome	0.40				0	0	GENOMICS_ENGLAND
val	412	STS	0.431	0.846	C0002152	AlloxanDiabetes	disease	C18;C19	ExperimentalModelofDisease	0.30	1	2014	2014	1	0	CTD_human
val	412	STS	0.431	0.846	C0003873	RheumatoidArthritis	disease	C17;C05;C20	DiseaseorSyndrome	0.32	1	2005	2019	1	0	CTD_human
val	412	STS	0.431	0.846	C0011853	DiabetesMellitus,Experimental	disease	C18;C19	ExperimentalModelofDisease	0.30	1	2014	2014	1	0	CTD_human
val	412	STS	0.431	0.846	C0015695	FattyLiver	disease	C06	DiseaseorSyndrome	0.30	1	2014	2014	1	0	CTD_human
val	412	STS	0.431	0.846	C0019187	Hepatitis,Alcoholic	disease	C06;C25	DiseaseorSyndrome	0.30	1	2016	2016	1	0	CTD_human
val	412	STS	0.431	0.846	C0021368	Inflammation	phenotype	C23	PathologicFunction	0.30	1	2014	2014	1	0	CTD_human
val	412	STS	0.431	0.846	C0021655	InsulinResistance	phenotype	C18	PathologicFunction	0.30	1	2014	2014	1	0	CTD_human
val	412	STS	0.431	0.846	C0028754	Obesity	disease	C23;C18	DiseaseorSyndrome	0.35	1	2014	2019	1	0	CTD_human
val	412	STS	0.431	0.846	C0038433	StreptozotocinDiabetes	disease	C18;C19	ExperimentalModelofDisease	0.30	1	2014	2014	1	0	CTD_human
val	412	STS	0.431	0.846	C0041671	AttentionDeficitDisorder	disease	F03	MentalorBehavioralDysfunction	0.30	1	2008	2008	1	0	CTD_human
val	412	STS	0.431	0.846	C0043094	WeightGain	phenotype	C23	Finding	0.30	1	2014	2014	1	0	CTD_human
val	412	STS	0.431	0.846	C0079588	Ichthyosis,X-Linked	disease	C16;C18;C17	DiseaseorSyndrome	0.80	0.974	1978	2019	8	5	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
val	412	STS	0.431	0.846	C0524610	ChronicAlcoholicHepatitis	disease	C06;C25	DiseaseorSyndrome	0.30	1	2016	2016	1	0	CTD_human
val	412	STS	0.431	0.846	C0920563	InsulinSensitivity	phenotype	C18	PathologicFunction	0.30	1	2014	2014	1	0	CTD_human
val	412	STS	0.431	0.846	C1263846	Attentiondeficithyperactivitydisorder	disease	F03	MentalorBehavioralDysfunction	0.46	1	2008	2017	1	0	CTD_human
val	412	STS	0.431	0.846	C1321905	MinimalBrainDysfunction	disease	F03	MentalorBehavioralDysfunction	0.30	1	2008	2008	1	0	CTD_human
val	412	STS	0.431	0.846	C2711227	Steatohepatitis	disease	C06	DiseaseorSyndrome	0.30	1	2014	2014	1	0	CTD_human
val	412	STS	0.431	0.846	C2717836	SteroidSulfataseDeficiencyDisease	disease	C16;C18;C17	DiseaseorSyndrome	0.60	0.909	1978	2018	5	0	CTD_human;ORPHANET
val	412	STS	0.431	0.846	C2720163	PlacentalSteroidSulfataseDeficiency	disease	C16;C18;C17	DiseaseorSyndrome	0.60	0.978	1979	2017	5	0	CTD_human;ORPHANET
val	412	STS	0.431	0.846	C4274085	SyndromicrecessiveX-linkedichthyosis	disease	C16;C18;C17	DiseaseorSyndrome	0.30	1	1988	2008	4	0	ORPHANET
val	415	ARSL	0.663	0.654	C0008445	ChondrodysplasiaPunctata	disease	C05	CongenitalAbnormality	0.40	0.875	1995	2017	1	0	GENOMICS_ENGLAND
val	415	ARSL	0.663	0.654	C1844853	BrachytelephalangicChondrodysplasiaPunctata	disease		DiseaseorSyndrome	0.63	1	1995	2013	3	11	GENOMICS_ENGLAND;UNIPROT
val	415	ARSL	0.663	0.654	C3669395	X-LinkedChondrodysplasiaPunctata1	disease	C16;C05	DiseaseorSyndrome	0.51	1	1995	2008	1	0	CTD_human;GENOMICS_ENGLAND
val	421	ARVCF	0.54	0.769	C0012236	DiGeorgeSyndrome	disease	C16;C05;C19;C15;C14	DiseaseorSyndrome	0.30				0	0	ORPHANET
val	421	ARVCF	0.54	0.769	C0036341	Schizophrenia	disease	F03	MentalorBehavioralDysfunction	0.46	1	2005	2019	4	0	PSYGENET
val	421	ARVCF	0.54	0.769	C0220704	Shprintzensyndrome	disease	C16;C05;C19;C15;C14	DiseaseorSyndrome	0.30				0	0	ORPHANET
val	421	ARVCF	0.54	0.769	C0431406	Asymmetriccryingfaceassociation	disease	C23;C10;C07	DiseaseorSyndrome	0.30				0	0	ORPHANET
val	421	ARVCF	0.54	0.769	C0795907	CONOTRUNCALANOMALYFACESYNDROME	disease	C16;C05;C19;C15;C14	DiseaseorSyndrome	0.30				0	0	ORPHANET
val	421	ARVCF	0.54	0.769	C0809983	Schizophreniaandrelateddisorders	group	F03	DiseaseorSyndrome	0.31	1	2010	2010	1	0	PSYGENET
val	421	ARVCF	0.54	0.769	C2936346	22q11DeletionSyndrome	disease	C16;C05;C19;C15;C14	DiseaseorSyndrome	0.30				0	0	ORPHANET
val	421	ARVCF	0.54	0.769	C3266101	22q11partialmonosomysyndrome	disease		DiseaseorSyndrome	0.30				0	0	ORPHANET
val	421	ARVCF	0.54	0.769	C3888239	HIRSCHSPRUNGDISEASE,SUSCEPTIBILITYTO,1	disease		Finding	0.30	1	2017	2017	1	0	GENOMICS_ENGLAND
val	427	ASAH1	0.526	0.808	C0004238	AtrialFibrillation	disease	C23;C14	DiseaseorSyndrome	0.40	1	2017	2018	2	1	CTD_human
val	427	ASAH1	0.526	0.808	C0020305	HydropsFetalis	disease	C23;C16;C13;C20;C15	DiseaseorSyndrome	0.30	1	2014	2014	1	0	GENOMICS_ENGLAND
val	427	ASAH1	0.526	0.808	C0023794	Lipoidosis	disease	C16;C18	DiseaseorSyndrome	0.30	1	2005	2006	2	0	CTD_human
val	427	ASAH1	0.526	0.808	C0023893	LiverCirrhosis,Experimental	disease	C23;C06	ExperimentalModelofDisease	0.30	1	2014	2014	1	0	CTD_human
val	427	ASAH1	0.526	0.808	C0036341	Schizophrenia	disease	F03	MentalorBehavioralDysfunction	0.31	1	2012	2012	1	0	PSYGENET
val	427	ASAH1	0.526	0.808	C0221765	Chronicschizophrenia	disease	F03	MentalorBehavioralDysfunction	0.31	1	2012	2012	1	0	PSYGENET
val	427	ASAH1	0.526	0.808	C0235480	Paroxysmalatrialfibrillation	disease	C23;C14	DiseaseorSyndrome	0.30	1	2018	2018	2	0	CTD_human
val	427	ASAH1	0.526	0.808	C0268255	FarberLipogranulomatosis	disease	C16;C18;C10	DiseaseorSyndrome	1.00	1	1989	2019	15	10	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
val	427	ASAH1	0.526	0.808	C0455988	HydropsFetalis,Non-Immune	disease	C23;C16;C13;C20;C15	DiseaseorSyndrome	0.30	1	1996	1996	1	0	GENOMICS_ENGLAND
val	427	ASAH1	0.526	0.808	C1834569	JankovicRiverasyndrome	disease	C23;C16;C05;C10	DiseaseorSyndrome	0.75	1	2012	2019	4	4	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
val	427	ASAH1	0.526	0.808	C2585653	Persistentatrialfibrillation	phenotype	C23;C14	PathologicFunction	0.30	1	2018	2018	2	0	CTD_human
val	427	ASAH1	0.526	0.808	C3468561	familialatrialfibrillation	phenotype	C23;C14	PathologicFunction	0.30	1	2018	2018	2	0	CTD_human
val	427	ASAH1	0.526	0.808	C3714756	IntellectualDisability	group	C23;C10;F03;F01	MentalorBehavioralDysfunction	0.41	1	2008	2014	1	0	GENOMICS_ENGLAND
val	429	ASCL1	0.552	0.692	C0020796	ProfoundMentalRetardation	disease	C23;C10;F03;F01	MentalorBehavioralDysfunction	0.30	1	2011	2011	1	0	CTD_human
val	429	ASCL1	0.552	0.692	C0025363	MentalRetardation,Psychosocial	phenotype	C23;C10;F03;F01	MentalorBehavioralDysfunction	0.30	1	2011	2011	1	0	CTD_human
val	429	ASCL1	0.552	0.692	C0027765	nervoussystemdisorder	group	C10	DiseaseorSyndrome	0.30	1	2013	2013	1	0	CTD_human
val	429	ASCL1	0.552	0.692	C0149925	Smallcellcarcinomaoflung	disease	C04;C08	NeoplasticProcess	0.40	1	1997	2020	1	0	CTD_human
val	429	ASCL1	0.552	0.692	C0242488	AcuteLungInjury	disease	C08	InjuryorPoisoning	0.30	1	2010	2010	1	0	CTD_human
val	429	ASCL1	0.552	0.692	C0917816	Mentaldeficiency	disease	C23;C10;F03;F01	MentalorBehavioralDysfunction	0.30	1	2011	2011	1	0	CTD_human
val	429	ASCL1	0.552	0.692	C1275808	Congenitalcentralhypoventilation	disease	C23;C08;C10	DiseaseorSyndrome	0.61	1	2003	2003	0	0	CTD_human;GENOMICS_ENGLAND
val	429	ASCL1	0.552	0.692	C1859049	CCHSWITHHIRSCHSPRUNGDISEASE	disease	C23;C08;C10	DiseaseorSyndrome;CongenitalAbnormality	0.50				0	0	CTD_human;ORPHANET
val	429	ASCL1	0.552	0.692	C3714756	IntellectualDisability	group	C23;C10;F03;F01	MentalorBehavioralDysfunction	0.40	1	2011	2011	1	0	CTD_human
val	430	ASCL2	0.691	0.423	C0007102	Malignanttumorofcolon	disease	C06;C04	NeoplasticProcess	0.35	0.833	2004	2019	1	0	CTD_human
val	430	ASCL2	0.691	0.423	C0009375	ColonicNeoplasms	group	C06;C04	NeoplasticProcess	0.30	1	2004	2004	1	0	CTD_human
val	434	ASIP	0.584	0.692	C0007114	Malignantneoplasmofskin	disease	C04;C17	NeoplasticProcess	0.31	1	2008	2009	1	0	CTD_human
val	434	ASIP	0.584	0.692	C0025202	melanoma	disease	C04	NeoplasticProcess	0.38	1	2002	2013	3	0	CTD_human
val	434	ASIP	0.584	0.692	C0037286	SkinNeoplasms	group	C04;C17	NeoplasticProcess	0.30	1	2008	2008	1	0	CTD_human
val	434	ASIP	0.584	0.692	C1368275	PigmentedBasalCellCarcinoma	disease	C04	NeoplasticProcess	0.30	1	2008	2008	1	0	CTD_human
val	434	ASIP	0.584	0.692	C4721806	Carcinoma,BasalCell	disease	C04	NeoplasticProcess	0.32	1	2008	2009	1	0	CTD_human
val	435	ASL	0.593	0.731	C0006142	Malignantneoplasmofbreast	disease	C04;C17	NeoplasticProcess	0.31	1	2015	2015	0	0	UNIPROT
val	435	ASL	0.593	0.731	C0268547	ArgininosuccinicAciduria	disease	C16;C18;C10	DiseaseorSyndrome	1.00	1	1976	2019	12	83	CLINGEN;CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
val	438	ASMT	0.691	0.346	C0004352	AutisticDisorder	disease	F03	MentalorBehavioralDysfunction	0.34	1	2008	2014	1	0	CTD_human
val	438	ASMT	0.691	0.346	C0005586	BipolarDisorder	disease	F03	MentalorBehavioralDysfunction	0.32	1	2012	2014	1	0	PSYGENET
val	438	ASMT	0.691	0.346	C0011570	MentalDepression	disease	F01	MentalorBehavioralDysfunction	0.31	1	2012	2014	2	0	PSYGENET
val	438	ASMT	0.691	0.346	C0011581	Depressivedisorder	disease	F03	MentalorBehavioralDysfunction	0.31	1	2012	2014	2	0	PSYGENET
val	438	ASMT	0.691	0.346	C0019202	HepatolenticularDegeneration	disease	C16;C06;C18;C10	DiseaseorSyndrome	0.30	1	2013	2013	1	0	CTD_human
val	438	ASMT	0.691	0.346	C1527352	HepaticFormofWilsonDisease	disease	C16;C06;C18;C10	DiseaseorSyndrome	0.30	1	2013	2013	1	0	CTD_human
val	440	ASNS	0.595	0.692	C0023794	Lipoidosis	disease	C16;C18	DiseaseorSyndrome	0.30	1	2007	2007	1	0	CTD_human
val	440	ASNS	0.595	0.692	C0023893	LiverCirrhosis,Experimental	disease	C23;C06	ExperimentalModelofDisease	0.30	1	2014	2014	1	0	CTD_human
val	440	ASNS	0.595	0.692	C0023903	Liverneoplasms	group	C06;C04	NeoplasticProcess	0.50	1	1976	2017	1	0	CTD_human
val	440	ASNS	0.595	0.692	C0345904	Malignantneoplasmofliver	disease	C06;C04	NeoplasticProcess	0.51	1	1976	2019	1	0	CTD_human
val	440	ASNS	0.595	0.692	C3809971	ASPARAGINESYNTHETASEDEFICIENCY	disease		DiseaseorSyndrome	0.73	1	1968	2019	16	12	CLINGEN;CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
val	443	ASPA	0.564	0.731	C0206307	CanavanDisease	disease	C16;C18;C10	DiseaseorSyndrome	1.00	0.967	1990	2020	17	0	CTD_human;GENOMICS_ENGLAND;UNIPROT
val	443	ASPA	0.564	0.731	C0751663	CanavanDisease,FamilialForm	disease	C16;C18;C10	DiseaseorSyndrome	0.40	1	1993	2013	2	0	CTD_human
val	443	ASPA	0.564	0.731	C0751664	CanavanDisease,Neonatal	disease	C16;C18;C10	DiseaseorSyndrome	0.50	1	2006	2011	3	0	CTD_human;ORPHANET
val	443	ASPA	0.564	0.731	C0751665	CanavanDisease,SporadicForm	disease	C16;C18;C10	DiseaseorSyndrome	0.30	1	2006	2007	2	0	CTD_human
val	443	ASPA	0.564	0.731	C0751666	CanavanDisease,Infantile	disease	C16;C18;C10	DiseaseorSyndrome	0.50	1	2006	2011	3	0	CTD_human;ORPHANET
val	443	ASPA	0.564	0.731	C0751667	CanavanDisease,Juvenile	disease	C16;C18;C10	DiseaseorSyndrome	0.50	1	2006	2011	3	0	CTD_human;ORPHANET
val	443	ASPA	0.564	0.731	C3542499	Aminoacylase2Deficiency	disease	C16;C18;C10	DiseaseorSyndrome	0.31	1	2005	2007	2	0	CTD_human
val	444	ASPH	0.61	0.615	C1832167	EctopiaLentis,SpontaneousFilteringBlebs,andCraniofacialDysmorphism	disease	C16;C11;C05	DiseaseorSyndrome	0.72	1	2014	2018	1	3	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
val	445	ASS1	0.523	0.731	C0011875	DiabeticAngiopathies	disease	C19;C14	DiseaseorSyndrome	0.30	1	2014	2014	1	0	CTD_human
val	445	ASS1	0.523	0.731	C0025945	Microangiopathy,Diabetic	disease	C19;C14	DiseaseorSyndrome	0.30	1	2014	2014	1	0	CTD_human
val	445	ASS1	0.523	0.731	C0175683	Citrullinemia	disease	C16;C18;C10	DiseaseorSyndrome	0.90	1	1982	2020	10	0	CLINGEN;CTD_human;GENOMICS_ENGLAND
val	445	ASS1	0.523	0.731	C0751750	ArgininosuccinicAcidSynthetaseDeficiencyDisease,Partial	disease	C16;C18;C10	DiseaseorSyndrome	0.30				0	0	CTD_human
val	445	ASS1	0.523	0.731	C0751751	ArgininosuccinicAcidSynthetaseDeficiency,Complete	disease	C16;C18;C10	DiseaseorSyndrome	0.55	1	1982	2017	9	0	CLINGEN;CTD_human
val	445	ASS1	0.523	0.731	C3714756	IntellectualDisability	group	C23;C10;F03;F01	MentalorBehavioralDysfunction	0.40	1	2009	2009	1	0	GENOMICS_ENGLAND
val	445	ASS1	0.523	0.731	C4721769	CitrullinemiaType1	disease	C16;C18;C10	DiseaseorSyndrome	0.80	1	1982	2019	22	85	CLINGEN;CTD_human;GENOMICS_ENGLAND;UNIPROT
val	460	ASTN1	0.736	0.308	C0001973	AlcoholicIntoxication,Chronic	disease	C25;F03	MentalorBehavioralDysfunction	0.31	1	2012	2012	1	0	PSYGENET
val	460	ASTN1	0.736	0.308	C0014544	Epilepsy	disease	C10	DiseaseorSyndrome	0.30	1	2015	2015	1	0	GENOMICS_ENGLAND
val	460	ASTN1	0.736	0.308	C0740858	Substanceabuseproblem	disease	C25;F03	MentalorBehavioralDysfunction	0.31	1	2012	2012	1	0	PSYGENET
val	460	ASTN1	0.736	0.308	C2748861	Corticalmalformations	phenotype		Finding	0.30	1	2015	2015	1	0	GENOMICS_ENGLAND
val	460	ASTN1	0.736	0.308	C3714756	IntellectualDisability	group	C23;C10;F03;F01	MentalorBehavioralDysfunction	0.30	1	2015	2015	1	0	GENOMICS_ENGLAND
val	462	SERPINC1	0.507	0.769	C0005779	BloodCoagulationDisorders	group	C15	DiseaseorSyndrome	0.30	1	1976	1976	1	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0012739	DisseminatedIntravascularCoagulation	disease	C15	DiseaseorSyndrome	0.33	1	1984	2019	3	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0027726	NephroticSyndrome	group	C13;C12	DiseaseorSyndrome	0.50	1	1994	2001	1	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0035222	RespiratoryDistressSyndrome,Adult	disease	C08	DiseaseorSyndrome	0.30	1	1996	1996	1	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0040053	Thrombosis	phenotype	C14	PathologicFunction	0.51	1	1983	2007	4	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0042487	VenousThrombosis	phenotype	C14	PathologicFunction	0.34	1	1976	2007	3	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0079102	CerebralThrombosis	disease	C10;C14	DiseaseorSyndrome	0.31	1	1980	1983	1	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0087086	Thrombus	phenotype	C14	PathologicFunction	0.30	1	1983	2000	4	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0149871	DeepVeinThrombosis	disease	C14	DiseaseorSyndrome	0.50	1	1976	2019	3	2	CTD_human
val	462	SERPINC1	0.507	0.769	C0162557	LiverFailure,Acute	disease	C06	DiseaseorSyndrome	0.31	1	1985	2017	1	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0272375	AntithrombinIIIDeficiency	disease	C16;C15	DiseaseorSyndrome	1.00	0.987	1984	2019	38	43	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
val	462	SERPINC1	0.507	0.769	C0752143	IntracranialThrombosis	disease	C10;C14	DiseaseorSyndrome	0.30	1	1983	1983	1	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0752144	BrainThrombosis	disease	C10;C14	DiseaseorSyndrome	0.30	1	1983	1983	1	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0936261	BrainThrombus	disease	C10;C14	DiseaseorSyndrome	0.30	1	1983	1983	1	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0936263	CerebralThrombus	disease	C10;C14	DiseaseorSyndrome	0.30	1	1983	1983	1	0	CTD_human
val	462	SERPINC1	0.507	0.769	C0948089	AcuteCoronarySyndrome	disease	C14	DiseaseorSyndrome	0.30	1	1994	1994	1	0	CTD_human
val	462	SERPINC1	0.507	0.769	C1861172	VenousThromboembolism	phenotype	C14	DiseaseorSyndrome	0.40	1	1979	2019	1	0	CTD_human
